Name,Pos,Total,Url
Parov Stelar,1945,"8,106,819",artist/65EXuYHVoehCKqp0kOS6px.html
Taeyeon,1946,"8,103,815",artist/3qNVuliS40BLgXGxhdBdqu.html
Emmelie de Forest,1947,"8,072,046",artist/3wQcURnqzPGHE0gzY5nE6G.html
Mc Lan,1948,"8,063,602",artist/0Ln9P0e2mBbVMEEZNqvSwK.html
Bruno & Barretto,1949,"8,049,954",artist/70x9rYb58QCNNeNxuO3StS.html
Amy Winehouse,1950,"8,047,600",artist/6Q192DXotxtaysaqNPy5yR.html
Sofi Tukker,1951,"8,044,238",artist/586uxXMyD5ObPuzjtrzO1Q.html
Anjulie,1952,"8,014,221",artist/4DTbdShHu2RPYEEMUp2XWV.html
DJ Diquenza,1953,"8,012,437",artist/3GD5J2wPg0kd9s4kYs6fGV.html
Alex Mattson,1954,"7,992,287",artist/1AqQ7buD0q6SRbQtYQUnou.html
Piruka,1955,"7,979,946",artist/5iZ6jMDkRa7RKLQplJuQUC.html
InfaRed,1956,"7,973,660",artist/4R529xQ7WQfRpSEXaHFbRg.html
Youssoupha,1957,"7,968,522",artist/5DW7NxqQ2875JtjuV7KMn4.html
Dizzee Rascal,1958,"7,958,584",artist/0gusqTJKxtU1UTmNRMHZcv.html
Sami Hedberg,1959,"7,953,919",artist/0oIeMIKbtSkgDjRy1ghRl7.html
Freddy Moreira,1960,"7,950,368",artist/2CU1lH3DaaajH9Cm2S2tPk.html
CantoParaBailar,1961,"7,945,297",artist/288dJOiQmxw6pTZ6fqpbiQ.html
Janne Ordén,1962,"7,918,627",artist/7spvsR19EKSeN4M8HgD1oj.html
RHODES,1963,"7,910,711",artist/07FfkbljNIdl45Ijlh1aXS.html
Albert Dyrlund,1964,"7,907,615",artist/2Q6FSq5L8qxRKODBLpFE5Z.html
Low Low,1965,"7,907,471",artist/5tBnK7LvBMgvkXuePtfywp.html
D.OZI,1966,"7,897,965",artist/7a9gFzWS5uEHtbNNgA6xyM.html
Fouli,1967,"7,879,105",artist/1IWMpdsWQeTckTQSGVNj8N.html
Pyhimys,1968,"7,864,861",artist/3MaQwUQBigrjcMYHk8bDKm.html
Sahamies,1969,"7,853,035",artist/5FxZkV0729LOnA5LlwoC8g.html
VG+,1970,"7,849,437",artist/0pgj6baVfMHvEF8XpDcTp4.html
Ane Brun,1971,"7,838,987",artist/2L3kwZFd16zjHz9a5kEPAm.html
Bruno & Marrone,1972,"7,817,521",artist/5JXhkyafynxCvxtov7C1PV.html
I-Man-I,1973,"7,807,996",artist/16tLwP0NlPnYjAx1ZT5cdQ.html
Chris Brown,1974,"7,799,297",artist/396wvM69VtHgLZSfFB0pyH.html
Moberg,1975,"7,792,367",artist/0l8OJzLFIV1OqbU4OhcZLu.html
Setä Tamu,1976,"7,785,104",artist/4ZZObcD0AYqSiByWd3xZIQ.html
Cheryl,1977,"7,782,905",artist/3NyNPJaemMYsL14DK2tO01.html
Banda Carnaval,1978,"7,772,629",artist/6LOvxDn71T0wWhCDNcXcUj.html
Naza,1979,"7,760,945",artist/7xNYY1Zkb1vks5m9ATlJok.html
Savas,1980,"7,743,048",artist/5C5hEZzr3BmvYcIPfWMnnC.html
Samantha J.,1981,"7,708,600",artist/5NicAFYgte9L3jKbAGuKhw.html
Zefanio,1982,"7,698,675",artist/7KcUsF4LyLu0SIhmwvNSmM.html
Dzeko & Torres,1983,"7,697,588",artist/5Ip2ecnyGpNyZvPuuYU8Ai.html
YOUNGHEARTED,1984,"7,695,695",artist/6FJu9BhZBw8ZWFtFR3c9uX.html
Gregor Salto,1985,"7,689,637",artist/0l59CBSPDfKBXlyHya0pew.html
DR. KUCHO!,1986,"7,689,637",artist/263Gr9lGWR6ScnRGjxa3Ad.html
Murat Boz,1987,"7,681,109",artist/53oeVgECSa18dkHBQ9X6Eh.html
FLETCHER,1988,"7,672,795",artist/5qa31A9HySw3T7MKWI9bGg.html
Sanna Nielsen,1989,"7,672,031",artist/3PvEhkL4pgu9glR6yOlYKK.html
Noemi,1990,"7,667,772",artist/62C5P1caRIK12ndTkzNJjA.html
JLC,1991,"7,663,903",artist/2kqbhjVT5Mnu0xEX3C9s5S.html
Amara Abonta,1992,"7,661,010",artist/0Dhar5McHXlUdJYJhpJaI8.html
Ødyssey,1993,"7,661,010",artist/6qLB9SoM25z2JDFBcgvJ8G.html
Deeperise,1994,"7,648,316",artist/0ZRQKFaYGEtbLc8NbyICoe.html
Jabbar,1995,"7,648,316",artist/7nfmMB4ga8xHGjQiT0kjWq.html
Soolking,1996,"7,646,457",artist/0GgY7hjMoGDsX8ZDe2mwds.html
Loreen,1997,"7,644,961",artist/49aaHxvAJ0tCh0F15OnwIl.html
Paty Cantú,1998,"7,631,607",artist/7K9rdoOJSiKXoVXPlSkGKT.html
Saga,1999,"7,621,428",artist/09u8U2kk11NOZFLcNJEdJF.html
SONYC,2000,"7,621,428",artist/4soHTw8NQpVII1ngCddCNm.html
Lethal Bizzle,2001,"7,618,515",artist/4KGNjRvBeqS7wDrExXVN8a.html
Josef Salvat,2002,"7,607,797",artist/64PJHZDQTPPVBCdwnv22Wz.html
Monica Geuze,2003,"7,603,330",artist/6vxKkXl3vnPJnujEUg6dDo.html
Särre,2004,"7,601,406",artist/7jxDHM0eMYkiSXHc5tPqSr.html
Picture This,2005,"7,598,757",artist/7jLSEPYCYQ5ssWU3BICqrW.html
Clmd,2006,"7,594,158",artist/7LiVklVR1325BIOqD9kykr.html
Pusho,2007,"7,593,842",artist/2qbEtwBVyobgpNP5KcHE9J.html
Leonard Cohen,2008,"7,574,142",artist/5l8VQNuIg0turYE1VtM9zV.html
Dipha Barus,2009,"7,559,528",artist/0UtZ0DRiE8usRg9GyjCPCr.html
Edis,2010,"7,551,991",artist/1AM52XHXnWAEqnQwpxTLWm.html
Oral Bee,2011,"7,542,226",artist/4QawfzCb5NbFRNn4BySXb1.html
Falco Van Den Aker,2012,"7,535,071",artist/0H4lEdOgBhMO4iLjh5eWRp.html
Bob Van Ratingen,2013,"7,535,071",artist/0IaGKdJMLQv0vLHc1Bzz6u.html
SAARA,2014,"7,532,107",artist/6uD7fMzRa46LcvRCACEd2G.html
Estopa,2015,"7,529,029",artist/5ZqnEfVdEGmoPxtELhN7ai.html
The Flexican,2016,"7,525,133",artist/5Z3k52rtOTnOnvFHoKNHEN.html
FS Green,2017,"7,520,117",artist/2xjVYIMLS3nR5Y1UOr02Vb.html
Busy Signal,2018,"7,520,117",artist/4RfTXjK9aiiIKDaKUHpL57.html
周柏豪,2019,"7,519,886",artist/38t0Qk7AJg7YdrXmOC6TH1.html
Hansie,2020,"7,512,431",artist/3Xvu1Rur46ZO8HiE9hBuxl.html
Moi,2021,"7,507,631",artist/0wRlAhO51HZww7XLSX6IzY.html
Kideko,2022,"7,504,999",artist/0ZwQMCRqfyh1OGQkBh9Cnj.html
Malika Ayane,2023,"7,495,368",artist/5jcswtptZttxBwWKXbR5k5.html
David Jay,2024,"7,482,514",artist/7a5hqyXa3DANEicriQDURV.html
Tech N9ne,2025,"7,476,417",artist/6UBA15slIuadJ8h2lPRPos.html
Syn Cole,2026,"7,473,218",artist/6i1GVNJCyyssRwXmnaeEFH.html
King Kosa,2027,"7,449,598",artist/3jEi1RVwPGN8K8lgB10eaZ.html
Nadia Rose,2028,"7,446,845",artist/0Nc09HuPN9ELmbTCLyNKnO.html
Sweetie Irie,2029,"7,446,845",artist/0iUw5KL7NRlfKK3tZJNK9b.html
George Kwali,2030,"7,446,845",artist/29pQjcc1XsJa7Aeezho17b.html
Mike Dunn,2031,"7,436,314",artist/55UOywvWbUD9c6C3NSGdft.html
Boomdabash,2032,"7,411,751",artist/4mAsWDGLUIEdo6imU77WG6.html
CD9,2033,"7,397,094",artist/3mOd9j63D2DAPnOzQBJhQJ.html
Mabel Matiz,2034,"7,394,098",artist/1dpqJqIuNqideTvmxBsSku.html
Garibay,2035,"7,392,350",artist/5aP2E8K4LY86fUERVzZlnX.html
Olaf Blackwood,2036,"7,392,350",artist/7Fb4bPwUT0mrtDXt2qmJEp.html
Beck,2037,"7,356,441",artist/3vbKDsSS70ZX9D2OcvbZmS.html
Hooss,2038,"7,353,365",artist/3p4FNslxuuEYSEnMsx4YI1.html
Saint Motel,2039,"7,352,441",artist/1dWEYMPtNmvSVaDNLgB6NV.html
Faya,2040,"7,346,414",artist/0KLk4G8rBLlkbmmlbIqTqL.html
Rolf Sanchez,2041,"7,343,359",artist/3R6VoMjUANEP9wb7fRNXws.html
Brulux,2042,"7,330,626",artist/1LYOKaB67uPrzpNMIk10k9.html
徐佳瑩,2043,"7,328,560",artist/3dI4Io8XE33J2o04ZwjR0Y.html
Armoowasright,2044,"7,314,784",artist/4w3nQMc4MOmg5Rk6ETRRga.html
OIAM,2045,"7,313,537",artist/6ZcGLGVj85BeNBUMn23YMZ.html
Jennie A.,2046,"7,306,384",artist/2bx0ckgYnvvFPzDlGpupN2.html
Il Pagante,2047,"7,294,278",artist/1vKXVGgIDP1XXZX4Tehjtn.html
İlyas Yalçıntaş,2048,"7,292,170",artist/2ekGsQEkeMtYFA16Jjes2M.html
Diztortion,2049,"7,281,001",artist/35vjmhmFFVoYLg4gPJBvEV.html
陳柏宇,2050,"7,263,738",artist/1IDuSpntFl2Mutofvrrutc.html
LIGA,2051,"7,250,576",artist/6booSDXMipeW7NHm4ABRZr.html
Juha Tapio,2052,"7,242,779",artist/7yD78gcA2QR0sRQM4Lj7sM.html
Ten 2 Five,2053,"7,241,321",artist/5Tl7XjM9Y7Q2D9eIHz5GTO.html
Josh Cumbee,2054,"7,221,303",artist/5deoijipwIdBiA27rEj14E.html
Achille Lauro,2055,"7,192,454",artist/0lI3rF4hi4op6UxqlLHPzv.html
M-22,2056,"7,191,301",artist/6enJRnw1ux4ffuEbZgJrl2.html
Rocco Hunt,2057,"7,190,548",artist/0L1f9i3L3fkMNENljDOsjG.html
Juno,2058,"7,179,152",artist/5iFuIxdmHNEiGJaR49TLL9.html
Calle 13,2059,"7,172,694",artist/0yNSzH5nZmHzeE2xn6Xshb.html
De La Calle,2060,"7,168,484",artist/5YrBL6QmqRYTvr52b0IOT3.html
Los De La Nazza,2061,"7,167,813",artist/7sQc4ugqcqoLJPnznIE2jm.html
Elisa,2062,"7,161,495",artist/2ARH58Hit3yC6ziGdhma23.html
Ison & Fille,2063,"7,153,688",artist/1fhvwCr1HKEZgZYOrfsHyk.html
Bang For The Buck,2064,"7,150,602",artist/3qmP0i2etD96nI7pgl8y6S.html
Samy Deluxe,2065,"7,143,883",artist/7J207fU1tty4DWCIhJSzh0.html
Shaun Reynolds feat. Laura Pringle,2066,"7,140,091",artist/1XmE9z8PzyHRK5Aw71h2zx.html
Laura Pringle,2067,"7,140,091",artist/2Sz6ND7gONyvMLhSnOXPa2.html
Shaun Reynolds,2068,"7,140,091",artist/6kIgB5cLdAQ1ctIgs9lrkS.html
The Partysquad,2069,"7,123,312",artist/2dQgOfBP52UwjegY8FwJAY.html
Alex & Sierra,2070,"7,114,801",artist/58MLl9nC29IXbE4nEtuoP2.html
Crush,2071,"7,107,852",artist/1Exc295W9fCRx46mvvuWPz.html
Agnes,2072,"7,102,802",artist/6SsTlCsuCYleNza6xGwynu.html
M-City J.R.,2073,"7,093,301",artist/0wSIyRIXxXiOBCIV0TyXZH.html
Ana Vilela,2074,"7,077,991",artist/66mL7YE8rG9eCu4QgM64m4.html
Illenium,2075,"7,071,769",artist/45eNHdiiabvmbp4erw26rg.html
Gökhan Türkmen,2076,"7,068,928",artist/4uGB0nZ5d1iCXS3sHR3pzm.html
Los 4,2077,"7,066,635",artist/70RpC8mbptNk3DUN8RMWW3.html
KSI,2078,"7,054,551",artist/1nzgtKYFckznkcVMR3Gg4z.html
*NSYNC,2079,"7,048,148",artist/6Ff53KvcvAj5U7Z1vojB5o.html
Tammi Terrell,2080,"7,040,489",artist/75jNCko3SnEMI5gwGqrbb8.html
Richie Campbell,2081,"7,030,172",artist/2swvbEAfN70ZFcQB4Y7MaS.html
Tungevaag,2082,"7,028,960",artist/49CE2ffZ6Z3zeYSDauSKck.html
Rollan,2083,"7,028,519",artist/3sQYZrIBmLAuNc7tsLtkka.html
Mr Rain,2084,"7,015,309",artist/59MLbXG0jLVwJup3KAd6m1.html
Diana Krall,2085,"7,010,639",artist/5z1VAFwT35EVvCp1XlZZuL.html
Caparezza,2086,"7,004,901",artist/4l0PmbNvFq3m5JaUuAPbcB.html
Briga,2087,"7,001,174",artist/4FTMyLkoEE9oEUpCv3Dr4p.html
Francesco Renga,2088,"7,000,501",artist/3TAYxk5QBcHunmb0qkeTn2.html
fun.,2089,"6,993,537",artist/5nCi3BB41mBaMH9gfr6Su0.html
Loan,2090,"6,987,918",artist/5ukofJSvtUOA6ZoF3y0vg9.html
Emrah Karaduman,2091,"6,985,153",artist/7FvMAbdiffitFmbuJN3Vsk.html
Loke,2092,"6,964,940",artist/4QyFHG4gv382G8CwXGQVr8.html
Emma,2093,"6,958,284",artist/0gzwXezN4IUHAwLufA6YcX.html
Tough Love,2094,"6,957,041",artist/16KSSLMXOdKQ2MHt9bOHTG.html
Carmen Consoli,2095,"6,945,864",artist/6C3OLzdOvBI9yCOCf7iC4E.html
Chris Janson,2096,"6,941,839",artist/60gmlHZmT16wiO9GiXKYK9.html
Spree Wilson,2097,"6,929,443",artist/266duGfkKTRERSBoGDOgDy.html
The Boy Next Door,2098,"6,925,738",artist/4QfOh8rJ0OddhhXHD5QyWs.html
Fresh Coast,2099,"6,925,738",artist/6AiABQVLpWNCWDhBmYbRqG.html
Jody Bernal,2100,"6,925,738",artist/7oKJmnPaABXLPkw3gT7rIa.html
Fuego,2101,"6,923,077",artist/7wU2WGCJ8HxkekHHE2QLul.html
吳業坤,2102,"6,919,906",artist/5vJp6mhsvKyUPZI1bU0c07.html
Tujamo,2103,"6,911,768",artist/2vVNxGBvKRQMWwI5c8KmYh.html
DJ Drama,2104,"6,905,952",artist/5oNgAs7j5XcBMzWv3HAnHG.html
Skeme,2105,"6,905,952",artist/6TlLdicGl92pqnySP64n2g.html
Lyquin,2106,"6,905,952",artist/6piPZDoDEeIWP5Z0n0bvqr.html
Villa Cariño,2107,"6,903,251",artist/3BBhJ4tssZm6vSQQ5xPDC1.html
Lazza,2108,"6,899,343",artist/0jdNdfi4vAuVi7a6cPDFBM.html
Morissette Amon,2109,"6,896,270",artist/2hz61ryzrN6bUBZjOQnKbd.html
OnklP,2110,"6,887,941",artist/7GUyb3aEJHskmBRrhckLa6.html
The-Dream,2111,"6,876,506",artist/1W3FSF1BLpY3hlVIgvenLz.html
John Williams,2112,"6,859,143",artist/3dRfiJ2650SZu6GbydcHNb.html
RIKI,2113,"6,857,407",artist/1DyU8JVejfDzqXo9x2mFfQ.html
Volts Face,2114,"6,853,619",artist/4EfDnNKz2dl0KND2oQB3Cc.html
Christian Bautista,2115,"6,851,672",artist/4U78sK2D3zASSB6oSR38GQ.html
Cam,2116,"6,838,294",artist/5WRElKaZsn1tGnrgmJVAeO.html
ChocQuibTown,2117,"6,816,092",artist/6tkyhGe9hGI3Lcfo4gVh6Z.html
Marcus Layton,2118,"6,815,331",artist/6JzWgxi0nFzcHq7cqpGbiz.html
Sixpence None The Richer,2119,"6,775,433",artist/0lJlKQvuM2Sd9DPPyUXcHg.html
Synapson,2120,"6,774,780",artist/5EGOerlVYxwqxaTLEWumBR.html
Simone e Simaria,2121,"6,760,164",artist/0wO1j9BcD3SWfSJ14ySbvy.html
Anton Hagman,2122,"6,755,426",artist/20vdU8J0ShYJ6B0QVJRjWT.html
Jesu Brødre,2123,"6,754,545",artist/77gYgkCUtHer0Azs2WKCnB.html
Tritonal,2124,"6,753,238",artist/521qvhdobR0GzhvU6TFw76.html
Rich Chigga,2125,"6,746,732",artist/2IDLDx25HU1nQMKde4n61a.html
Broods,2126,"6,731,264",artist/5r5Va4lVQ1zjEfbJSrmCsS.html
Vargas & Lagola,2127,"6,722,787",artist/2fVW2ix4ANKiofDZIsy1XR.html
Bomba Estéreo,2128,"6,697,385",artist/5n9bMYfz9qss2VOW89EVs2.html
Silvio Rodríguez,2129,"6,685,899",artist/4rUyBlggM5tZUH5QZn9ZuO.html
Kraftklub,2130,"6,680,242",artist/0MZ55DwuMQ1B2TXq9lcrE4.html
Cir.Cuz,2131,"6,674,831",artist/2FHOS0GkJv3EyT8a9BhP9E.html
Boyat,2132,"6,666,678",artist/5Pi5TsArkLZcjikWspkyQS.html
Nyda,2133,"6,662,506",artist/4OOky5BVjOeOYs73FIyALB.html
Billy Raffoul,2134,"6,643,935",artist/5gw5ANPCVcxU0maLiGRzzP.html
Jona Lewie,2135,"6,639,653",artist/3nohf4qILMr5aUSOsolwxB.html
Pedro Paulo & Alex,2136,"6,623,027",artist/5zpNiDA9xLFWQfPCJOQNGN.html
Snow Patrol,2137,"6,620,384",artist/3rIZMv9rysU7JkLzEaC5Jp.html
Moxie Raia,2138,"6,614,255",artist/1dSRKlg9rzvs63rhT8Sbpp.html
Betty Who,2139,"6,606,722",artist/0t3QQl52F463sxGXb1ckhB.html
Gracias,2140,"6,580,932",artist/2GRNS6DnefxBzYSZXDc6ij.html
Giorgia,2141,"6,565,398",artist/0gm1lHoOXAdy5OB4AwFYRr.html
Yura Yunita,2142,"6,550,383",artist/02Tq76MwpeoRu3BHIAiaio.html
Rat City,2143,"6,534,111",artist/6VSMAVF00xwG8Adoqnbqy6.html
Kali Uchis,2144,"6,528,529",artist/1U1el3k54VvEUzo3ybLPlM.html
Lucenzo,2145,"6,514,277",artist/5bv5RplEOwdCvhq0EILh9E.html
Kate Havnevik,2146,"6,507,913",artist/6lb32Pf1I52GnEfnDlu9FR.html
Amsie Brown,2147,"6,504,686",artist/0mSD97JUcoK5g6PNFDnUdu.html
Lady Antebellum,2148,"6,504,293",artist/32WkQRZEVKSzVAAYqukAEA.html
Anji,2149,"6,492,968",artist/0b4XpbAVDPngjDTbcSWH8N.html
Sigala & Blonde,2150,"6,487,804",artist/7hbgFyP43AGxdE3RTjmjvD.html
Jessica Mauboy,2151,"6,484,830",artist/6rHWAH6F4mr2AViSxMV673.html
Ankerstjerne,2152,"6,484,006",artist/7JoViNQIqOIaxcBswboN5d.html
Tribalistas,2153,"6,483,726",artist/4laQz4PaKeh2Hu6QL6evVD.html
Mika,2154,"6,481,533",artist/4ap09LZXFffoPyeVIk0F6t.html
Mozart La Para,2155,"6,476,900",artist/0odliLZMTk45CEVzF3Zocl.html
Bahadır Tatlıöz,2156,"6,475,280",artist/2cJHtXWQuFgxQ0GkpE7dNR.html
Niña Pastori,2157,"6,474,026",artist/6UelqIK8qwhWFc2f6nSEh8.html
Ghetto Phénomène,2158,"6,473,819",artist/40fhusTxvAWqq7xKB2rlgf.html
Blackstreet,2159,"6,471,148",artist/2P3cjUru4H3fhSXXNxE9kA.html
Mike Williams,2160,"6,462,581",artist/3IpvVrP3VLhruTmnququq7.html
Sharlene Taule,2161,"6,458,819",artist/1GeMs8oYWyxJDR6T8MstO7.html
Nopsajalka,2162,"6,454,858",artist/6szmr2d0QlRU7EOyXrqGnC.html
Nash,2163,"6,439,529",artist/17aoRCzkZM3IFEbFqVCuX5.html
Liam Gallagher,2164,"6,439,153",artist/6sN51vEARnAAdBw1IKZ8Q9.html
Little Sis Nora,2165,"6,431,970",artist/1KYt3TMGpa1LtVi0m2A0F9.html
A-Trak,2166,"6,431,266",artist/3TaUSUXn41GixL7zbvrIDt.html
Tracy Chapman,2167,"6,416,423",artist/7oPgCQqMMXEXrNau5vxYZP.html
Shota Shimizu,2168,"6,409,392",artist/2ZjWbNQAjL74Pf4aqikIz2.html
Blanche,2169,"6,406,692",artist/3qMyym6ov558YgVuOOscEm.html
Yalın,2170,"6,397,681",artist/46zuW8tHxwahYn7VNMgYTa.html
Carl Deman,2171,"6,395,538",artist/3tgcUBeDCgxmk8Fats0DEN.html
Eddy Lover,2172,"6,394,196",artist/7gR53ad9JjCweCv4f9MWEX.html
Tish Hyman,2173,"6,379,461",artist/6WzffCtFJ1iDsAwEV35h6K.html
Molo,2174,"6,371,642",artist/1H3jSqjbyYFmnNqChCsbU0.html
Edward Blom,2175,"6,358,512",artist/1X5aTyyXc90P2xJXowsW95.html
Hardy Caprio,2176,"6,358,169",artist/7FqkRutc4zWMrnEAUv3Xwd.html
Azzi Memo,2177,"6,348,731",artist/477D3WI5iTnEmCOe7QFU5G.html
Basim,2178,"6,346,402",artist/0AQTNnuQ6OZRjzy5MWuqfg.html
Adamlar,2179,"6,318,196",artist/1g4J8P1JWwanNyyXckRX5W.html
AX 13,2180,"6,312,779",artist/474st1ZFIh7IOiUcw9ojHd.html
Dagny,2181,"6,310,385",artist/6Paz0vXJJ9bCPf0fEm3qzg.html
Divididos,2182,"6,309,131",artist/6ZIgPKHzpcswB8zh7sRIhx.html
A-Mei,2183,"6,308,816",artist/2rWmWrbMKfHPvTVpflCrDL.html
Abra,2184,"6,293,867",artist/5mNum7eUoqWS6NBo91NYHP.html
Chito Miranda of Parokya Ni Edgar,2185,"6,288,260",artist/1hS9iuisGQkabOUsiGW9Om.html
JCY,2186,"6,273,432",artist/3s0UVSOteSobqMb4YbXMIo.html
El Micha,2187,"6,262,437",artist/0d7jzRhjOifL8X9hxNvbEn.html
Rafaga,2188,"6,259,792",artist/0CBKUzrf6yGdTgxAQbUUHS.html
Joshimizu,2189,"6,246,829",artist/03bmDyr8klGV17DKQnPZVA.html
Faizal Tahir,2190,"6,235,851",artist/0CIHy5rV9yWHNaYa8U3KLk.html
Radiohead,2191,"6,235,348",artist/4Z8W4fKeB5YxbusRsdQVPb.html
Leyk & Lockvogel,2192,"6,229,030",artist/2LYrT3MG0fYFL2XneK83sZ.html
C-Hen,2193,"6,224,566",artist/0UEP2XBR9aC5NBKcAKnBIq.html
M83,2194,"6,214,930",artist/63MQldklfxkjYDoUE4Tppz.html
Sagopa Kajmer,2195,"6,214,208",artist/1KXTegXtnCPKXjRaX1llcD.html
Natiruts,2196,"6,200,685",artist/4PhdYoQGH8s1xee81dqQOO.html
Michele Bravi,2197,"6,199,479",artist/1CF7hrTuWgErEa6HBFJ8d3.html
Will Sparks,2198,"6,197,646",artist/1u7OVFmWah4wQhOPIbUb8U.html
No Te Va Gustar,2199,"6,190,877",artist/4ZDoy7AWNgQVmX7T0u0B1j.html
Nek,2200,"6,175,383",artist/5mXMQJHLLfym1KyNcDrhoZ.html
Elen Levon,2201,"6,174,598",artist/3gClSlUEpEoQd4IldcqBUz.html
Morissette,2202,"6,170,568",artist/62WbvkXqQGvXQvw74GU3kQ.html
Oğuzhan Koç,2203,"6,162,042",artist/1nFJWl30l3PAHei86OxN0i.html
Sissel,2204,"6,141,773",artist/2jaOpr7Go1avixlg1lfJOb.html
Cousin Stizz,2205,"6,117,711",artist/0KpCz7V5XRkqKuM1JDf56O.html
Madonna,2206,"6,105,695",artist/6tbjWDEIzxoDsBA1FuhfPW.html
Murat Dalkılıç,2207,"6,100,559",artist/6dDaXbE1caD65TONToYXYx.html
Toploader,2208,"6,099,279",artist/6xeFne1rkxMhKSW3ipvkdV.html
One Acen,2209,"6,094,689",artist/16plk1BhihSieDutGFbLt8.html
Ham VolKan,2210,"6,093,128",artist/1OO0vxlMgeKKao9lDl2TL8.html
José González,2211,"6,090,981",artist/6xrCU6zdcSTsG2hLrojpmI.html
Haftbefehl,2212,"6,086,137",artist/6ynopZPMBXcIGBI9M02Un5.html
Ayse Hatun Onal,2213,"6,080,985",artist/25yeRs08qswXKKtq0HYTMS.html
KingSkurkOne,2214,"6,080,420",artist/0GJpcPq3tHjeDUB8I05Wxc.html
Linda Vidala,2215,"6,080,420",artist/2pwsG2EHftKcMSzvUNYAdE.html
Jari Sillanpää,2216,"6,078,133",artist/6pNVccgyfPKwhKeyPlCPmv.html
Ylona Garcia,2217,"6,075,533",artist/2qnQOnL1oLKtH779qZ6iuR.html
Ester Dean,2218,"6,073,271",artist/0v2Y5jwtcv8LiWNTRls1KM.html
Ingrid Michaelson,2219,"6,069,077",artist/2vm8GdHyrJh2O2MfbQFYG0.html
First Aid Kit,2220,"6,065,131",artist/21egYD1eInY6bGFcniCRT1.html
Isa,2221,"6,053,146",artist/25TgcWHKIx5DuoHjECQC2s.html
Rosalia,2222,"6,047,890",artist/03bcF3vFRGN6qJsv2REBvI.html
Papa Roach,2223,"6,045,742",artist/4RddZ3iHvSpGV4dvATac9X.html
YOUNGBAEKANSIE,2224,"6,041,239",artist/7qeVrTexvzAscQpRbwTItg.html
Mariette,2225,"6,036,596",artist/76nW12AUcUVEiC8fwFoAns.html
Näääk & Nimo,2226,"6,020,874",artist/53oE0nOoC4lJeqbG5Pjc5u.html
Jaz,2227,"5,995,489",artist/0YMxSEIMDGzx9kQFJUql2c.html
Anssi Kela,2228,"5,994,235",artist/7ISARfXENNWqIhKcO6kyrG.html
Amir,2229,"5,987,829",artist/6rl53MP8HSoiugpqzA50Zh.html
Kilian & Jo,2230,"5,982,300",artist/75axmxcpFNiQiMTZFWGMWn.html
Kerli,2231,"5,978,677",artist/4IFgewC2urR62Fwt7uAU03.html
Gustaf Norén,2232,"5,976,885",artist/1zR67M6RSKhUxeHfjZ1TWf.html
Hilde,2233,"5,970,817",artist/0WAKXOW3BXilOH8dmPinPg.html
艾怡良,2234,"5,969,550",artist/6eLpNMX3ZygSrUuxAlIWIx.html
Joan Sebastian,2235,"5,955,362",artist/7FsRH5bw8iWpSbMX1G7xf1.html
JW Roy,2236,"5,948,160",artist/3i31y6LSpJEgV5ny8fw66d.html
JAIME CÓRDOBA,2237,"5,945,536",artist/6xj8yyeOSv0R8IrC9IawVa.html
Erik Rapp,2238,"5,939,105",artist/3v426XiIO0zeNmnDYZWCZO.html
Ella Fitzgerald,2239,"5,927,727",artist/5V0MlUE1Bft0mbLlND7FJz.html
Connie Francis,2240,"5,925,156",artist/3EY5DxGdy7x4GelivOjS2Q.html
Jetta,2241,"5,919,763",artist/51V0E9ipJyIj7yFDkaLx96.html
Aki Tykki,2242,"5,910,833",artist/12AbGtb1It9lFwwaDR9EV0.html
Peter J. Wilhousky,2243,"5,908,504",artist/5iA5RZI1NApzshkyUEUnaa.html
Vince Guaraldi Trio,2244,"5,908,363",artist/4ytkhMSAnrDP8XzRNlw9FS.html
Ozan Doğulu,2245,"5,905,995",artist/6xLv41SHPrVVfvyGd1M7ut.html
Edward Sharpe & The Magnetic Zeros,2246,"5,904,337",artist/7giUHu5pv6YTZgSkxxCcgh.html
Mannarino,2247,"5,904,086",artist/6C1PGrTsXqP3wo8kTRhrqm.html
Takida,2248,"5,891,217",artist/3E33tPtYu9wX1t1cp8ELAW.html
KStewart,2249,"5,873,496",artist/4jQF2fKZDX6pQIPWwsNWyp.html
Lucas Sugo,2250,"5,869,663",artist/0WnP62TjkFfRrt52yE8zcX.html
Marie Key,2251,"5,867,512",artist/2QoSPr8Jx3mLTCqgfpAwKb.html
Hoodie Allen,2252,"5,863,933",artist/382aq8Pij5V2nE2JMHMoxl.html
Jenny Duncan,2253,"5,836,742",artist/3h1fFIofdTGrHbqisHyWgI.html
Redrama,2254,"5,832,573",artist/3qy9C549vuJzgevoM0ZiRA.html
Ñejo,2255,"5,829,054",artist/2OHKEe204spO7G7NcbeO2o.html
Elias Gould,2256,"5,825,070",artist/2vMYb9ojrYEFFcz0IRF2b3.html
Tensta Gospel,2257,"5,823,684",artist/1Dz9dvQJKrJFdULPBylt3W.html
Hedley,2258,"5,796,248",artist/6Shas1ACrMl25XHgTrzxeo.html
Broertje,2259,"5,781,684",artist/0906u9DO6IhSeFljQ7AXHZ.html
Emilie Adams,2260,"5,776,350",artist/5hALxswu1Hh9HNjFqsfcO0.html
N'yla,2261,"5,750,948",artist/6T202Tg0jOXgWC4F5NEEK1.html
