,Country,Happiness score,Whisker-high,Whisker-low,Explained by: GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption,Dystopia (1.85) + residual,Explained constant
133,Burkina Faso,4.0320000648498535,4.124059064388275,3.939941065311432,0.3502277135848999,1.043280005455017,0.2158442586660385,0.32436785101890564,0.2508646845817566,0.12032810598611832,1.727212905883789,1
134,Niger,4.0279998779296875,4.111946819722652,3.9440529361367225,0.1619253307580948,0.993025004863739,0.2685050070285797,0.36365869641304016,0.22867384552955627,0.13857294619083405,1.873983383178711,1
135,Malawi,3.9700000286102295,4.077478817403317,3.8625212398171427,0.2334420382976532,0.5125688314437866,0.3150895833969116,0.46691465377807617,0.2871704697608948,0.07271165400743484,2.0817861557006836,1
136,Chad,3.936000108718872,4.0347115239501,3.8372886934876442,0.4380129873752594,0.9538558721542358,0.04113471508026123,0.16234202682971954,0.2161138504743576,0.053581882268190384,2.0712380409240723,1
137,Zimbabwe,3.875,3.9786996427178383,3.7713003572821617,0.3758465349674225,1.083095908164978,0.1967637538909912,0.33638420701026917,0.18914349377155304,0.09537538141012192,1.5979702472686768,1
138,Lesotho,3.808000087738037,4.044343975484371,3.571656199991703,0.5210212469100952,1.1900951862335205,0.0,0.3906612992286682,0.15749727189540863,0.11909464001655579,1.429835319519043,1
139,Angola,3.7950000762939453,3.9516419354081154,3.6383582171797753,0.8584281802177429,1.1044119596481323,0.049868665635585785,0.0,0.09792649000883102,0.06972033530473709,1.6144824028015137,1
140,Afghanistan,3.7939999103546143,3.8736614152789115,3.714338405430317,0.40147721767425537,0.5815433263778687,0.18074677884578705,0.10617952048778534,0.3118709325790405,0.06115783005952835,2.150801181793213,1
141,Botswana,3.7660000324249268,3.8741226662695407,3.657877398580313,1.1220941543579102,1.2215549945831299,0.3417555093765259,0.5051963329315186,0.09934844821691513,0.09858319908380508,0.3779137134552002,1
142,Benin,3.6570000648498535,3.7457835513353346,3.5682165783643724,0.43108540773391724,0.4352998435497284,0.2099302113056183,0.42596277594566345,0.2079484611749649,0.06092901527881622,1.8856309652328491,1
143,Madagascar,3.6440000534057617,3.7143191058933733,3.57368100091815,0.3058086931705475,0.9130203723907471,0.375223308801651,0.18919676542282104,0.20873253047466278,0.06723197549581528,1.5846126079559326,1
144,Haiti,3.6029999256134033,3.734714797735214,3.4712850534915924,0.3686102628707886,0.6404498219490051,0.27732113003730774,0.03036985732614994,0.4892037808895111,0.0998721495270729,1.6971676349639893,1
145,Yemen,3.5929999351501465,3.692750319838524,3.493249550461769,0.5916834473609924,0.9353822469711304,0.3100809156894684,0.24946372210979462,0.10412520915269852,0.05676742270588875,1.3456006050109863,1
146,South Sudan,3.5910000801086426,3.725538585782051,3.456461574435234,0.39724862575531006,0.601323127746582,0.16348600387573242,0.14706243574619293,0.28567081689834595,0.11679351329803467,1.8795673847198486,1
147,Liberia,3.5329999923706055,3.653756260871887,3.4122437238693237,0.1190417930483818,0.8721179366111755,0.2299181967973709,0.3328811824321747,0.26654988527297974,0.03894824907183647,1.673285961151123,1
148,Guinea,3.506999969482422,3.5844281288981437,3.4295718100667,0.2445499300956726,0.7912446856498718,0.19412913918495178,0.3485875129699707,0.264815092086792,0.11093761771917343,1.552311897277832,1
149,Togo,3.494999885559082,3.5940381117165088,3.3959616594016553,0.30544471740722656,0.4318825304508209,0.24710556864738464,0.3804261386394501,0.19689615070819855,0.09566501528024673,1.8372292518615723,1
150,Rwanda,3.4709999561309814,3.5430302335321904,3.3989696787297725,0.368745893239975,0.9457070231437683,0.32642480731010437,0.5818438529968262,0.2527560293674469,0.4552200138568878,0.5400612354278564,1
151,Syria,3.4619998931884766,3.663668556809425,3.260331229567528,0.7771531343460083,0.3961026072502136,0.5005333423614502,0.08153944462537766,0.4936637282371521,0.15134713053703308,1.0615735054016113,1
152,Tanzania,3.3489999771118164,3.46142975538969,3.2365701988339426,0.5111358761787415,1.041989803314209,0.3645092844963074,0.3900177776813507,0.35425636172294617,0.06603510677814484,0.6211304664611816,1
153,Burundi,2.9049999713897705,3.0746903330087663,2.7353096097707748,0.09162256866693497,0.6297935843467712,0.15161079168319702,0.05990075320005417,0.20443518459796906,0.08414794504642487,1.6830241680145264,1
154,Central African Republic,2.693000078201294,2.8648842692375185,2.5211158871650694,0.0,0.0,0.018772685900330544,0.270842045545578,0.280876487493515,0.05656507611274719,2.066004753112793,1
